Episode: 86   , Workload: 0 , Epsilon: 0.47, Reward: 0.00        
Episode: 87   , Workload: 1 , Epsilon: 0.46, Reward: 0.00        
Episode: 88   , Workload: 0 , Epsilon: 0.46, Reward: 0.00        
Episode: 89   , Workload: 1 , Epsilon: 0.45, Reward: 0.00        
Episode: 90   , Workload: 0 , Epsilon: 0.45, Reward: 0.00        
Episode: 91   , Workload: 1 , Epsilon: 0.45, Reward: 0.00        
Episode: 92   , Workload: 0 , Epsilon: 0.44, Reward: 0.00        
Episode: 93   , Workload: 1 , Epsilon: 0.44, Reward: 0.00        
Episode: 94   , Workload: 0 , Epsilon: 0.44, Reward: 0.00        
Episode: 95   , Workload: 1 , Epsilon: 0.43, Reward: 0.00        
Episode: 96   , Workload: 0 , Epsilon: 0.43, Reward: 0.00        
Episode: 97   , Workload: 1 , Epsilon: 0.43, Reward: 0.00        
Episode: 98   , Workload: 0 , Epsilon: 0.42, Reward: 0.00        
Episode: 99   , Workload: 1 , Epsilon: 0.42, Reward: 0.00        
Episode: 100  , Workload: 0 , Epsilon: 0.42, Reward: 0.00        
Episode: 101  , Workload: 1 , Epsilon: 0.41, Reward: 0.00        
Episode: 102  , Workload: 0 , Epsilon: 0.41, Reward: 0.00        
Episode: 103  , Workload: 1 , Epsilon: 0.41, Reward: 0.00        
Episode: 104  , Workload: 0 , Epsilon: 0.40, Reward: 0.00        
Episode: 105  , Workload: 1 , Epsilon: 0.40, Reward: 0.00        
Episode: 106  , Workload: 0 , Epsilon: 0.40, Reward: 0.00        
Episode: 107  , Workload: 1 , Epsilon: 0.39, Reward: 0.00        
Episode: 108  , Workload: 0 , Epsilon: 0.39, Reward: 0.00        
Episode: 109  , Workload: 1 , Epsilon: 0.39, Reward: 0.00        
Episode: 110  , Workload: 0 , Epsilon: 0.38, Reward: 0.00        
Episode: 111  , Workload: 1 , Epsilon: 0.38, Reward: 0.00        
Episode: 112  , Workload: 0 , Epsilon: 0.38, Reward: 0.00        
Episode: 113  , Workload: 1 , Epsilon: 0.38, Reward: 0.00        
Episode: 114  , Workload: 0 , Epsilon: 0.37, Reward: 0.00        
Episode: 115  , Workload: 1 , Epsilon: 0.37, Reward: 0.00        
Episode: 116  , Workload: 0 , Epsilon: 0.37, Reward: 0.00        
Episode: 117  , Workload: 1 , Epsilon: 0.36, Reward: 0.00        
Episode: 118  , Workload: 0 , Epsilon: 0.36, Reward: 0.00        
Episode: 119  , Workload: 1 , Epsilon: 0.36, Reward: 0.00        
Episode: 120  , Workload: 0 , Epsilon: 0.36, Reward: 0.00        
Episode: 121  , Workload: 1 , Epsilon: 0.35, Reward: 0.00        
Episode: 122  , Workload: 0 , Epsilon: 0.35, Reward: 0.00        
Episode: 123  , Workload: 1 , Epsilon: 0.35, Reward: 0.00        
Episode: 124  , Workload: 0 , Epsilon: 0.34, Reward: 0.00        
Episode: 125  , Workload: 1 , Epsilon: 0.34, Reward: 0.00        
Episode: 126  , Workload: 0 , Epsilon: 0.34, Reward: 0.00        
Episode: 127  , Workload: 1 , Epsilon: 0.34, Reward: 0.00        
Episode: 128  , Workload: 0 , Epsilon: 0.33, Reward: 0.00        
Episode: 129  , Workload: 1 , Epsilon: 0.33, Reward: 0.00        
Episode: 130  , Workload: 0 , Epsilon: 0.33, Reward: 0.00        
Episode: 131  , Workload: 1 , Epsilon: 0.33, Reward: 0.00        
Episode: 132  , Workload: 0 , Epsilon: 0.32, Reward: 1147.31     
Episode: 133  , Workload: 1 , Epsilon: 0.32, Reward: 0.00        
Episode: 134  , Workload: 0 , Epsilon: 0.32, Reward: 346.35      
Episode: 135  , Workload: 1 , Epsilon: 0.32, Reward: 0.00        
Episode: 136  , Workload: 0 , Epsilon: 0.31, Reward: 3398.89     
Episode: 137  , Workload: 1 , Epsilon: 0.31, Reward: 0.00        
Episode: 138  , Workload: 0 , Epsilon: 0.31, Reward: 0.00        
Episode: 139  , Workload: 1 , Epsilon: 0.31, Reward: 0.00        
Episode: 140  , Workload: 0 , Epsilon: 0.30, Reward: 0.00        
Episode: 141  , Workload: 1 , Epsilon: 0.30, Reward: 0.00        
Episode: 142  , Workload: 0 , Epsilon: 0.30, Reward: 0.00        
Episode: 143  , Workload: 1 , Epsilon: 0.30, Reward: 0.00        
Episode: 144  , Workload: 0 , Epsilon: 0.30, Reward: 0.00        
Episode: 145  , Workload: 1 , Epsilon: 0.29, Reward: 0.00        
Episode: 146  , Workload: 0 , Epsilon: 0.29, Reward: 3395.09     
Episode: 147  , Workload: 1 , Epsilon: 0.29, Reward: 0.00        
Episode: 148  , Workload: 0 , Epsilon: 0.29, Reward: 0.00        
Episode: 149  , Workload: 1 , Epsilon: 0.28, Reward: 0.00        
Episode: 150  , Workload: 0 , Epsilon: 0.28, Reward: 0.00        
Episode: 151  , Workload: 1 , Epsilon: 0.28, Reward: 0.00        
Episode: 152  , Workload: 0 , Epsilon: 0.28, Reward: 0.00        
Episode: 153  , Workload: 1 , Epsilon: 0.28, Reward: 0.00        
Episode: 154  , Workload: 0 , Epsilon: 0.27, Reward: 0.00        
Episode: 155  , Workload: 1 , Epsilon: 0.27, Reward: 0.00        
Episode: 156  , Workload: 0 , Epsilon: 0.27, Reward: 0.00        
Episode: 157  , Workload: 1 , Epsilon: 0.27, Reward: 0.00        
Episode: 158  , Workload: 0 , Epsilon: 0.27, Reward: 0.00        
Episode: 159  , Workload: 1 , Epsilon: 0.26, Reward: 3665.34     
Episode: 160  , Workload: 0 , Epsilon: 0.26, Reward: 0.00        
Episode: 161  , Workload: 1 , Epsilon: 0.26, Reward: 1152.84     
Episode: 162  , Workload: 0 , Epsilon: 0.26, Reward: 0.00        
Episode: 163  , Workload: 1 , Epsilon: 0.26, Reward: 5394.00     
Episode: 164  , Workload: 0 , Epsilon: 0.25, Reward: 0.00        
Episode: 165  , Workload: 1 , Epsilon: 0.25, Reward: 0.00        
Episode: 166  , Workload: 0 , Epsilon: 0.25, Reward: 0.00        
Episode: 167  , Workload: 1 , Epsilon: 0.25, Reward: 0.00        
Episode: 168  , Workload: 0 , Epsilon: 0.25, Reward: 0.00        
Episode: 169  , Workload: 1 , Epsilon: 0.25, Reward: 0.00        
Episode: 170  , Workload: 0 , Epsilon: 0.24, Reward: 0.00        
Episode: 171  , Workload: 1 , Epsilon: 0.24, Reward: 0.00        
